candidate,p,q,P,Q,k_arma,n_exog,k_params_total,aicc,aic,nobs,nobs_effective,llf_burn,converged,lb_lag,lb_stat,lb_df,lb_pvalue,lb_pass
fourier_K2,1,1,0,1,3,4,8,6010.259799099235,6010.095039373835,884,883,1,True,14,5.430125847170988,11,0.9085622427862825,True
fourier_K2,0,2,1,0,3,4,8,6010.403241803181,6010.238482077781,884,883,1,True,14,5.341483815273504,11,0.913507934052681,True
fourier_K2,0,2,0,1,3,4,8,6010.407845030991,6010.24308530559,884,883,1,True,14,5.355045493065762,11,0.912760817025886,True
fourier_K1,1,2,0,0,3,2,6,6010.749924796147,6010.6540343851875,884,883,1,True,14,8.401158588307595,11,0.6769815037138863,True
fourier_K1,1,2,2,0,5,2,8,6010.919780530531,6010.755020805131,884,883,1,True,14,5.244023314944991,9,0.8125383903174513,True
fourier_K1,1,2,1,1,5,2,8,6010.919785457275,6010.755025731874,884,883,1,True,14,5.242881054307674,9,0.8126425130105759,True
fourier_K1,1,2,0,2,5,2,8,6010.919940029725,6010.755180304324,884,883,1,True,14,5.245884122355458,9,0.8123687259002164,True
fourier_K1,1,1,2,1,5,2,8,6011.028524164316,6010.8637644389155,884,883,1,True,14,5.373432907307353,9,0.8006164121951099,True
fourier_K1,0,2,2,1,5,2,8,6011.078153195997,6010.913393470597,884,883,1,True,14,5.297265069137227,9,0.8076632721942091,True
fourier_K3,1,1,0,1,3,6,10,6011.504248671059,6011.251955093077,884,883,1,False,14,5.601400283357248,11,0.8985935611677572,True
fourier_K3,1,1,1,0,3,6,10,6011.513229114311,6011.260935536329,884,883,1,False,14,5.599554524947694,11,0.8987038515433547,True
fourier_K3,0,2,0,1,3,6,10,6011.834456201437,6011.582162623456,884,883,1,False,14,5.530032229059657,11,0.9028128800386509,True
fourier_K3,0,2,1,0,3,6,10,6011.847636244034,6011.595342666053,884,883,1,False,14,5.543911001551471,11,0.9019996444593453,True
fourier_K6,1,2,1,1,5,12,18,6011.961770293926,6011.170103627259,884,883,1,False,14,15.868975265078092,9,0.06966865552964546,True
fourier_K2,0,2,0,0,2,4,7,6012.100616833282,6011.972616833283,884,883,1,True,14,8.42691733986493,12,0.7509420734297197,True
fourier_K1,2,2,0,2,6,2,9,6012.200504784285,6011.994319217275,884,883,1,False,14,4.861250750930544,8,0.7722977272615463,True
fourier_K2,1,2,1,0,4,4,9,6012.253677168403,6012.047491601393,884,883,1,False,14,5.289598119318595,10,0.8710121557447084,True
fourier_K2,0,3,1,0,4,4,9,6012.2544550043485,6012.048269437339,884,883,1,True,14,5.247175488382489,10,0.8740665762639896,True
fourier_K2,2,1,1,0,4,4,9,6012.255115330345,6012.048929763335,884,883,1,True,14,5.289341991473923,10,0.8710306974808943,True
fourier_K2,1,2,0,1,4,4,9,6012.263933615004,6012.057748047994,884,883,1,False,14,5.306301167401593,10,0.8698003576187144,True
fourier_K2,1,1,2,0,4,4,9,6012.286700771485,6012.080515204475,884,883,1,True,14,5.411231780747135,10,0.8620710016034218,True
fourier_K2,1,1,1,1,4,4,9,6012.286825748709,6012.080640181699,884,883,1,False,14,5.41367275448428,10,0.8618888306552133,True
fourier_K2,1,1,0,0,2,4,7,6012.304209267769,6012.176209267769,884,883,1,True,14,8.677390200017365,12,0.7302105654098203,True
fourier_K2,0,2,2,0,4,4,9,6012.442269623606,6012.236084056596,884,883,1,True,14,5.344995016293092,10,0.866973404073456,True
fourier_K2,0,2,1,1,4,4,9,6012.464068080798,6012.257882513788,884,883,1,True,14,5.340863223818797,10,0.8672765785178296,True
fourier_K1,2,2,0,0,4,2,7,6012.54188951607,6012.41388951607,884,883,1,True,14,7.772014453467061,10,0.6510951135646998,True
fourier_K1,2,2,1,1,6,2,9,6012.546137394119,6012.339951827109,884,883,1,False,14,4.94693627765474,8,0.7632323229779361,True
fourier_K6,1,2,1,0,4,12,17,6012.951352231724,6012.243837780857,884,883,1,False,14,13.407230400204682,10,0.20178566395854436,True
fourier_K1,1,2,2,1,6,2,9,6012.9612443801625,6012.755058813153,884,883,1,True,14,5.244711662737696,8,0.7311294452778092,True
fourier_K6,1,2,0,1,4,12,17,6013.198837709967,6012.4913232591,884,883,1,False,14,13.536318181374456,10,0.19521104966256722,True
fourier_K5,1,2,1,0,4,10,15,6013.201550181947,6012.647916963954,884,883,1,False,14,14.212777455322364,10,0.16350553850100052,True
fourier_K3,0,2,0,0,2,6,9,6013.449237253453,6013.243051686443,884,883,1,True,14,8.474075191725444,12,0.7470730671330661,True
fourier_K2,2,2,0,1,5,4,10,6013.486813736548,6013.234520158567,884,883,1,False,14,4.854008968142092,9,0.8468443856727812,True
fourier_K2,2,2,1,0,5,4,10,6013.521497850389,6013.2692042724075,884,883,1,True,14,4.874584488772978,9,0.8451010844660891,True
fourier_K3,1,1,0,0,2,6,9,6013.529548833619,6013.323363266609,884,883,1,True,14,8.673406264823175,12,0.730543653677276,True
fourier_K3,1,1,0,2,4,6,11,6013.553410019597,6013.250310134408,884,883,1,False,14,5.615794201180623,10,0.8464440963227162,True
fourier_K3,1,1,1,1,4,6,11,6013.565110919524,6013.262011034335,884,883,1,False,14,5.568823761925738,10,0.8500955879925138,True
fourier_K3,1,2,0,1,4,6,11,6013.566833230006,6013.2637333448165,884,883,1,False,14,5.585563254766788,10,0.8487984943423238,True
fourier_K3,2,1,0,1,4,6,11,6013.568144280967,6013.265044395778,884,883,1,False,14,5.589552923717511,10,0.8484886518343632,True
fourier_K3,1,2,1,0,4,6,11,6013.576345750374,6013.273245865184,884,883,1,False,14,5.561306906013557,10,0.850676509437102,True
fourier_K3,0,3,0,1,4,6,11,6013.584418763771,6013.281318878582,884,883,1,False,14,5.437532292289592,10,0.8601026011216899,True
fourier_K3,0,2,0,2,4,6,11,6013.883454068168,6013.580354182979,884,883,1,True,14,5.537083793753502,10,0.8525420103047401,True
fourier_K3,0,2,1,1,4,6,11,6013.883462906836,6013.580363021647,884,883,1,False,14,5.537635681270182,10,0.8524996188895257,True
fourier_K2,1,2,0,0,3,4,8,6014.114163135516,6013.949403410115,884,883,1,True,14,8.400824491142293,11,0.6770120238437327,True
fourier_K5,1,2,1,1,5,10,16,6014.200741764053,6013.572566244423,884,883,1,False,14,15.006548835927099,9,0.0907562482826766,True
fourier_K1,2,2,1,2,7,2,10,6014.226193078842,6013.97389950086,884,883,1,False,14,4.871375822700518,7,0.6756563361638447,True
fourier_K2,1,2,2,0,5,4,10,6014.298391146194,6014.046097568213,884,883,1,False,14,5.293289225180993,9,0.8080287875951444,True
fourier_K2,1,2,0,2,5,4,10,6014.299167535041,6014.04687395706,884,883,1,False,14,5.31632161177233,9,0.8059080936145516,True
fourier_K2,1,2,1,1,5,4,10,6014.312065597065,6014.0597720190835,884,883,1,False,14,5.324558653960247,9,0.8051477857146908,True
fourier_K2,1,1,2,1,5,4,10,6014.332889799874,6014.080596221892,884,883,1,True,14,5.412223497551359,9,0.7969959437556168,True
fourier_K4,1,1,0,1,3,8,12,6014.377650322726,6014.019029633071,884,883,1,False,14,5.72920719584109,11,0.8908075310047054,True
